Brand,Labelled energy consumption (kWh/year),New Star,Prog Name,Prog Time,standbyPowerUsage,Tot Wat Cons,Water_Softener,Water Consumption (litres)
Haier,206,4.5,Eco,303.0,1.1,10.71,No,11.1
Haier,206,4.5,Eco,303.0,1.1,10.71,No,11.1
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Kogan,99,2.0,ECO,133.0,0.346,4.6,No,4.6
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,270,3.0,ECO,190.0,0.48,10.7,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
Midea,320,3.0,ECO,180.0,0.50008,12.02,No,11.0
MIDEA,320,3.0,ECO,180.0,0.4999,12.03,No,12.03
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
Smeg,230,4.0,Normal Eco + Dry Assist,258.0,0.43,11.27,Yes,11.27
MIDEA,280,3.5,eco,192.0,0.679,12.48,No,12.48
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
Solt,293,3.0,ECO,180.0,-,10.981,No,10.981
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
COMFEE,270,3.0,ECO,186.0,-,10.7,No,10.7
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
MIDEA,210,3.0,ECO,182.0,0.47,10.9,No,10.9
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48
Master Kitchen,280,3.5,ECO,191.16,0.679,12.48,No,12.48
